sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz
solid_tumor	5	15339287	16049924	6	710637	0.05103	0.00025	0.25559	1	1.06597	0	1	1	1	0
solid_tumor	5	16054174	20153669	2210	4099495	0.00266	0.00144	0.46746	2	2.14243	0	1	1	1	0
solid_tumor	5	20162376	20162658	2	282	0.08839	0	0.16051	1	0.69913	0	1	1	1	0
solid_tumor	5	20162772	77425099	29172	57262327	0.00073	0.02007	0.46252	2	2.11638	0	1	1	1	0
solid_tumor	5	77425475	77425787	3	312	0.07217	0	0.23292	1	0.98559	0	1	1	1	0
solid_tumor	5	77428585	106361340	14243	28932755	0.00105	0.01014	0.45981	2	2.10207	0	1	1	1	0
solid_tumor	5	106363192	106373521	6	10329	0.05103	0	0.26932	1	1.13443	0	1	1	1	0
solid_tumor	5	106373854	180360469	44902	73986615	0.00059	0.02593	0.46407	2	2.12451	0	1	1	1	0
solid_tumor	6	1014281	3640209	1936	2625928	0.00284	0.00092	0.33781	1	1.46496	0	1	1	1	0
solid_tumor	6	3643787	8830367	3790	5186580	0.00203	0.00182	0.59013	3	2.83967	0	1	1	1	0
solid_tumor	6	8832274	8832745	2	471	0.08839	0	0.26174	1	1.14972	0	1	1	1	0
solid_tumor	6	8834951	10447533	1107	1612582	0.00376	0.00057	0.60466	3	2.93032	0	1	1	1	0
solid_tumor	6	10448357	13523834	2202	3075477	0.00266	0.00108	0.46639	2	2.13678	0	1	1	1	0
solid_tumor	6	13529708	13851637	189	321929	0.00909	0.00011	0.91351	5	5.29955	0	1	1	1	0
solid_tumor	6	13851897	14247073	258	395176	0.00778	0.00014	0.58715	3	2.82108	0	1	1	1	0
solid_tumor	6	14249675	14428518	136	178843	0.01072	6e-05	0.46243	2	2.11601	0	1	1	1	0
solid_tumor	6	14429348	16147349	1099	1718001	0.00377	6e-04	0.68582	3	3.48189	0	1	1	1	0
solid_tumor	6	16150273	16225862	50	75589	0.01768	3e-05	0.82456	5	4.58498	0	1	1	1	0
solid_tumor	6	16244385	16882836	509	638451	0.00554	0.00022	1.11961	7	6.97485	0	1	1	1	0
solid_tumor	6	16889646	18225301	741	1335655	0.00459	0.00047	0.91949	5	5.34704	0	1	1	1	0
solid_tumor	6	18226701	18238568	12	11867	0.03608	0	0.65502	3	3.25306	0	1	1	1	0
solid_tumor	6	18238902	19549586	1011	1310684	0.00393	0.00046	1.03526	6	6.25219	0	1	1	1	0
solid_tumor	6	19549681	21901093	1549	2351412	0.00318	0.00082	1.27403	9	8.49398	1	0.99	0.04762	0.97953	0
solid_tumor	6	21907199	22920118	876	1012919	0.00422	0.00036	1.05139	6	6.38371	0	1	1	1	0
solid_tumor	6	22920644	27872759	2536	4952115	0.00248	0.00174	0.83416	5	4.6677	0	1	1	1	0
solid_tumor	6	27873927	50116702	11462	22242775	0.00117	0.0078	0.46182	2	2.11266	0	1	1	1	0
solid_tumor	6	50116960	50117072	2	112	0.08839	0	0.10828	0	0.50418	0	1	1	1	1
solid_tumor	6	50121584	67280940	6903	17159356	0.0015	0.00601	0.4548	2	2.07576	0	1	1	1	0
solid_tumor	6	67282210	107981997	22790	40699787	0.00083	0.01427	0.33583	1	1.45445	0	1	1	1	0
solid_tumor	6	107982925	107984276	5	1351	0.0559	0	0.15212	1	0.59957	0	1	1	1	0
solid_tumor	6	107986543	154800018	28487	46813475	0.00074	0.01641	0.33541	1	1.45225	0	1	1	1	0
solid_tumor	6	154802665	155106151	146	303486	0.01035	0.00011	0.20239	1	0.77631	0	1	1	1	0
solid_tumor	6	155109091	170903919	8526	15794828	0.00135	0.00554	0.33249	1	1.4369	0	1	1	1	0
solid_tumor	7	705284	16024878	7667	15319594	0.00143	0.00537	0.46665	2	2.13814	0	1	1	1	0
solid_tumor	7	16024963	16024988	2	25	0.08839	0	0.25344	1	1.1105	0	1	1	1	0
solid_tumor	7	16025206	33124005	10530	17098799	0.00122	0.00599	0.46953	2	2.15343	0	1	1	1	0
solid_tumor	7	33190591	33708138	322	517547	0.00697	0.00018	0.34709	2	1.51408	0	1	1	1	0
solid_tumor	7	33708637	42266602	5749	8557965	0.00165	0.003	0.47002	2	2.15602	0	1	1	1	0
solid_tumor	7	42267336	42267571	2	235	0.08839	0	0.22075	1	0.9591	0	1	1	1	0
solid_tumor	7	42270322	123963609	38898	81693287	0.00063	0.02864	0.475	2	2.18246	0	1	1	1	0
solid_tumor	7	123967411	123967706	2	295	0.08839	0	0.16913	1	0.73436	0	1	1	1	0
solid_tumor	7	123967990	146396936	11844	22428946	0.00115	0.00786	0.4749	2	2.18194	0	1	1	1	0
solid_tumor	7	146397188	146397339	2	151	0.08839	0	0.17577	1	0.76202	0	1	1	1	0
solid_tumor	7	146397847	158385118	6274	11987271	0.00158	0.0042	0.47129	2	2.16277	0	1	1	1	0
solid_tumor	8	617667	17612345	8736	16994678	0.00134	0.00596	0.44683	2	2.03405	0	1	1	1	0
solid_tumor	8	17612456	17612508	2	52	0.08839	0	0.19314	1	0.83621	0	1	1	1	0
solid_tumor	8	17612846	27405136	7041	9792290	0.00149	0.00343	0.45635	2	2.08388	0	1	1	1	0
solid_tumor	8	27405150	27405158	2	8	0.08839	0	0.18692	1	0.80935	0	1	1	1	0
solid_tumor	8	27405173	38133793	6235	10728620	0.00158	0.00376	0.44711	2	2.0355	0	1	1	1	0
solid_tumor	8	38134155	38207123	26	72968	0.02451	3e-05	0.6952	3	3.54586	0	1	1	1	0
solid_tumor	8	38236890	38917849	318	680959	0.00701	0.00024	1.10045	7	6.80217	0	1	1	1	0
solid_tumor	8	38919407	39683873	318	764466	0.00701	0.00027	1.37345	9	9.50404	1	0.83	0.04351	0.97753	0
solid_tumor	8	39686717	40644788	718	958071	0.00466	0.00034	0.97684	6	5.79161	0	1	1	1	0
solid_tumor	8	40651570	40798805	96	147235	0.01276	5e-05	0.69907	3	3.57884	0	1	1	1	0
solid_tumor	8	40798860	47509860	1272	6711000	0.0035	0.00235	0.88264	5	5.05762	0	1	1	1	0
solid_tumor	8	47516635	47642914	55	126279	0.01685	4e-05	0.74992	4	3.97447	0	1	1	1	0
solid_tumor	8	47643485	48582114	333	938629	0.00685	0.00033	1.03075	6	6.21535	0	1	1	1	0
solid_tumor	8	48587998	60838202	7054	12250204	0.00149	0.00429	0.57149	3	2.72625	0	1	1	1	0
solid_tumor	8	60838383	62096568	803	1258185	0.00441	0.00044	0.70261	4	3.60694	0	1	1	1	0
solid_tumor	8	62097189	67513965	3079	5416776	0.00225	0.0019	0.80955	5	4.46617	0	1	1	1	0
solid_tumor	8	67518239	67901483	143	383244	0.01045	0.00013	1.02925	6	6.20235	0	1	1	1	0
solid_tumor	8	67901607	91293654	13146	23392047	0.00109	0.0082	0.8566	5	4.84964	0	1	1	1	0
solid_tumor	8	91297116	93573237	1210	2276121	0.00359	8e-04	0.66938	3	3.3632	0	1	1	1	0
solid_tumor	8	93575293	93602334	30	27041	0.02282	1e-05	0.88209	5	5.04592	0	1	1	1	0
solid_tumor	8	93607046	93981977	190	374931	0.00907	0.00013	1.14369	7	7.19776	0	0.88	0.04419	0.97801	0
solid_tumor	8	93982198	94693637	438	711439	0.00597	0.00025	0.91866	5	5.34037	0	1	1	1	0
solid_tumor	8	94704173	94986567	147	282394	0.01031	1e-04	1.24721	8	8.22201	1	0.76	0.04165	0.97647	0
solid_tumor	8	94986761	95132333	123	145572	0.01127	5e-05	1.54414	11	11.31839	1	0.29	0.03392	0.96896	0
solid_tumor	8	95132887	95556443	268	423556	0.00764	0.00015	1.173	7	7.48026	0	0.13	0.03172	0.96523	0
solid_tumor	8	95556459	95570091	15	13632	0.03227	0	0.90947	5	5.25404	0	1	1	1	0
solid_tumor	8	95570295	95570545	3	250	0.07217	0	0.58196	3	2.76909	0	1	1	1	0
solid_tumor	8	95576350	96469951	566	893601	0.00525	0.00031	1.01143	6	6.06178	0	1	1	1	0
solid_tumor	8	96470300	96862734	293	392434	0.0073	0.00014	0.69703	3	3.56464	0	1	1	1	0
solid_tumor	8	96863437	99183968	1453	2320531	0.00328	0.00081	0.98058	6	5.82072	0	1	1	1	0
solid_tumor	8	99184897	99563035	237	378138	0.00812	0.00013	1.19053	8	7.65299	0	0.27	0.03369	0.96844	0
solid_tumor	8	99564447	103715226	2287	4150779	0.00261	0.00145	1.73075	13	12.87846	1	0.88	0.04506	0.97823	0
solid_tumor	8	103729209	106975062	1870	3245853	0.00289	0.00114	0.67194	3	3.38146	0	1	1	1	0
solid_tumor	8	106977229	107537204	30	559975	0.02282	2e-04	0.82331	5	4.57179	0	1	1	1	0
solid_tumor	8	107538660	114483438	3755	6944778	0.00204	0.00243	0.67017	3	3.36889	0	1	1	1	0
solid_tumor	8	114483583	124731022	6452	10247439	0.00156	0.00359	0.79598	4	4.35448	0	1	1	1	0
solid_tumor	8	124731641	125654384	557	922743	0.0053	0.00032	1.00431	6	6.00566	0	1	1	1	0
solid_tumor	8	125654714	125658902	4	4188	0.0625	0	0.47342	2	2.17708	0	1	1	1	0
solid_tumor	8	125659486	127445326	1263	1785840	0.00352	0.00063	1.02591	6	6.17702	0	1	1	1	0
solid_tumor	8	127447499	141463903	10296	14016404	0.00123	0.00491	0.58023	3	2.77906	0	1	1	1	0
solid_tumor	8	141464105	141561415	41	97310	0.01952	3e-05	0.7352	4	3.85572	0	1	1	1	0
solid_tumor	8	141562457	145232496	586	3670039	0.00516	0.00129	0.56861	3	2.70888	0	1	1	1	0
solid_tumor	9	789932	23157048	14213	22367116	0.00105	0.00784	0.46144	2	2.11064	0	1	1	1	0
solid_tumor	9	23160811	26634028	2012	3473217	0.00279	0.00122	0.58548	3	2.81109	0	1	1	1	0
solid_tumor	9	26634761	28423065	1222	1788304	0.00358	0.00063	0.45163	2	2.05914	0	1	1	1	0
solid_tumor	9	28424832	28440544	14	15712	0.03341	1e-05	0.60458	3	2.9241	0	1	1	1	0
solid_tumor	9	28441579	29519971	368	1078392	0.00652	0.00038	0.44544	2	2.02686	0	1	1	1	0
solid_tumor	9	29524697	32874871	1918	3350174	0.00285	0.00117	0.57232	3	2.73122	0	1	1	1	0
solid_tumor	9	32875043	32876932	4	1889	0.0625	0	1.01551	6	6.03527	0	1	1	1	0
solid_tumor	9	32877013	38747688	3559	5870675	0.0021	0.00206	0.58104	3	2.78395	0	1	1	1	0
solid_tumor	9	71039044	114829769	29253	43790725	0.00073	0.01535	0.34312	2	1.49286	0	1	1	1	0
solid_tumor	9	114830481	116184362	694	1353881	0.00474	0.00047	0.4614	2	2.1105	0	1	1	1	0
solid_tumor	9	116185987	119238428	2105	3052441	0.00272	0.00107	0.34215	1	1.48778	0	1	1	1	0
solid_tumor	9	119238935	119242224	2	3289	0.08839	0	0.12349	0	0.55741	0	1	1	1	1
solid_tumor	9	119243758	140938752	12499	21694994	0.00112	0.0076	0.33522	1	1.45127	0	1	1	1	0
solid_tumor	10	415240	4276736	2265	3861496	0.00263	0.00135	0.58968	3	2.83688	0	1	1	1	0
solid_tumor	10	4279313	4284196	6	4883	0.05103	0	0.37301	2	1.66297	0	1	1	1	0
solid_tumor	10	4284624	9773733	4142	5489109	0.00194	0.00192	0.5769	3	2.75886	0	1	1	1	0
solid_tumor	10	9777868	14640746	3940	4862878	0.00199	0.0017	0.79791	4	4.37038	0	1	1	1	0
solid_tumor	10	14641359	14975171	256	333812	0.00781	0.00012	0.5769	3	2.75864	0	1	1	1	0
solid_tumor	10	15070649	15984176	694	913527	0.00474	0.00032	0.78117	4	4.23236	0	1	1	1	0
solid_tumor	10	15985037	16191720	135	206683	0.01076	7e-05	1.17153	7	7.46497	0	0.11	0.03165	0.96531	0
solid_tumor	10	16194954	16267247	45	72293	0.01863	3e-05	0.75356	4	4.00313	0	1	1	1	0
solid_tumor	10	16267474	16383931	89	116457	0.01325	4e-05	0.96869	6	5.72611	0	1	1	1	0
solid_tumor	10	16383987	17482793	863	1098806	0.00426	0.00039	0.74971	4	3.97596	0	1	1	1	0
solid_tumor	10	17483187	17557179	52	73992	0.01733	3e-05	0.97252	6	5.75396	0	1	1	1	0
solid_tumor	10	17558724	38101440	13273	20542716	0.00108	0.0072	0.57602	3	2.75356	0	1	1	1	0
solid_tumor	10	38104487	43284239	531	5179752	0.00542	0.00182	0.79858	4	4.3755	0	1	1	1	0
solid_tumor	10	43289718	43524628	142	234910	0.01049	8e-05	0.57606	3	2.75337	0	1	1	1	0
solid_tumor	10	43524701	43525742	2	1041	0.08839	0	0.16542	1	0.71911	0	1	1	1	0
solid_tumor	10	43526023	53199474	3599	9673451	0.00208	0.00339	0.57854	3	2.76881	0	1	1	1	0
solid_tumor	10	53199619	53200276	2	657	0.08839	0	0.2252	1	0.97939	0	1	1	1	0
solid_tumor	10	53201249	63724773	6568	10523524	0.00154	0.00369	0.58923	3	2.83413	0	1	1	1	0
solid_tumor	10	63731324	64096276	220	364952	0.00843	0.00013	0.83607	5	4.68234	0	1	1	1	0
solid_tumor	10	64098949	85534283	12876	21435334	0.0011	0.00751	0.57483	3	2.74633	0	1	1	1	0
solid_tumor	10	85535946	85540277	2	4331	0.08839	0	0.29195	1	1.29426	0	1	1	1	0
solid_tumor	10	85540591	91393013	3783	5852422	0.00203	0.00205	0.57971	3	2.77587	0	1	1	1	0
solid_tumor	10	91393712	91395084	5	1372	0.0559	0	0.31172	1	1.35361	0	1	1	1	0
solid_tumor	10	91395428	126927382	22754	35531954	0.00083	0.01245	0.58221	3	2.79108	0	1	1	1	0
solid_tumor	10	126928396	126952042	2	23646	0.08839	1e-05	0.26733	1	1.17628	0	1	1	1	0
solid_tumor	10	126955199	135225087	4599	8269888	0.00184	0.0029	0.58776	3	2.82509	0	1	1	1	0
solid_tumor	11	456120	466188	6	10068	0.05103	0	0.33013	1	1.44361	0	1	1	1	0
solid_tumor	11	467339	1672903	363	1205564	0.00656	0.00042	0.44658	2	2.03283	0	1	1	1	0
solid_tumor	11	1675157	58539526	31519	56864369	7e-04	0.01993	0.33929	1	1.47269	0	1	1	1	0
solid_tumor	11	58544792	58791738	142	246946	0.01049	9e-05	0.71395	4	3.6926	0	1	1	1	0
solid_tumor	11	58800374	62493586	1961	3693212	0.00282	0.00129	0.33555	1	1.45304	0	1	1	1	0
solid_tumor	11	62493600	64425467	841	1931867	0.00431	0.00068	0.55876	3	2.65045	0	1	1	1	0
solid_tumor	11	64431461	66053531	231	1622070	0.00822	0.00057	0.32622	1	1.40435	0	1	1	1	0
solid_tumor	11	66058188	66066993	9	8805	0.04167	0	1.00187	6	5.96085	0	1	1	1	0
solid_tumor	11	66068303	67294308	432	1226005	0.00601	0.00043	0.65121	3	3.23618	0	1	1	1	0
solid_tumor	11	67770619	67937198	74	166579	0.01453	6e-05	1.5195	11	11.06895	1	0.08	0.03136	0.96502	0
solid_tumor	11	67938848	68119977	94	181129	0.01289	6e-05	2.27159	14	13.99552	1	NA	0.01	1	0
solid_tumor	11	68120583	69434303	688	1313720	0.00477	0.00046	2.5	14	13.9997	1	NA	0.01	1	0
solid_tumor	11	69434580	69538901	57	104321	0.01656	4e-05	2.5	14	13.99969	1	NA	0.01	1	0
solid_tumor	11	69539712	69866283	155	326571	0.01004	0.00011	2.5	14	13.9997	1	NA	0.01	1	0
solid_tumor	11	69866631	70020966	97	154335	0.01269	5e-05	2.5	14	13.99969	1	NA	0.01	1	0
solid_tumor	11	70025077	70056677	17	31600	0.03032	1e-05	0.34871	2	1.52818	0	1	1	1	0
solid_tumor	11	70071719	70524547	255	452828	0.00783	0.00016	0.56959	3	2.71465	0	1	1	1	0
solid_tumor	11	70528233	70787213	165	258980	0.00973	9e-05	0.47022	2	2.15714	0	1	1	1	0
solid_tumor	11	70789178	73499914	1292	2710736	0.00348	0.00095	0.5761	3	2.754	0	1	1	1	0
solid_tumor	11	73502760	73980347	240	477587	0.00807	0.00017	0.91389	5	5.30277	0	1	1	1	0
solid_tumor	11	73982204	86565628	7647	12583424	0.00143	0.00441	0.58216	3	2.79083	0	1	1	1	0
solid_tumor	11	86567729	86688920	87	121191	0.0134	4e-05	0.93504	5	5.46564	0	1	1	1	0
solid_tumor	11	86689017	87385739	479	696722	0.00571	0.00024	0.59308	3	2.85779	0	1	1	1	0
solid_tumor	11	87386432	98953287	6818	11566855	0.00151	0.00405	0.33711	1	1.46122	0	1	1	1	0
solid_tumor	11	98953367	98953892	2	525	0.08839	0	0.1	0	0.47653	0	1	1	1	1
solid_tumor	11	98953960	134142530	23408	35188570	0.00082	0.01233	0.33826	1	1.46725	0	1	1	1	0
solid_tumor	12	889902	11948053	5898	11058151	0.00163	0.00388	0.57185	3	2.72839	0	1	1	1	0
solid_tumor	12	11951115	12274935	317	323820	0.00702	0.00011	0.67727	3	3.41938	0	1	1	1	0
solid_tumor	12	12282887	75931210	34284	63648323	0.00068	0.02231	0.58051	3	2.78078	0	1	1	1	0
solid_tumor	12	75932955	75933024	2	69	0.08839	0	1.17903	7	7.40517	0	0.18	0.03344	0.97101	0
solid_tumor	12	75933633	80435416	2907	4501783	0.00232	0.00158	0.5759	3	2.75282	0	1	1	1	0
solid_tumor	12	80435717	82424467	1255	1988750	0.00353	7e-04	0.70329	4	3.61217	0	1	1	1	0
solid_tumor	12	82426702	83616397	705	1189695	0.00471	0.00042	0.92961	5	5.4258	0	1	1	1	0
solid_tumor	12	83620911	83630821	7	9910	0.04725	0	0.62768	3	3.06493	0	1	1	1	0
solid_tumor	12	83630854	83772708	80	141854	0.01398	5e-05	0.95495	6	5.61958	0	1	1	1	0
solid_tumor	12	83775310	96205514	7467	12430204	0.00145	0.00436	0.69824	3	3.57419	0	1	1	1	0
solid_tumor	12	96205888	96214200	4	8312	0.0625	0	0.58508	3	2.79245	0	1	1	1	0
solid_tumor	12	96214594	107708566	7525	11493972	0.00144	0.00403	0.46025	2	2.10442	0	1	1	1	0
solid_tumor	12	107709150	107805222	79	96072	0.01406	3e-05	0.70755	4	3.64266	0	1	1	1	0
solid_tumor	12	107809070	133161346	13382	25352276	0.00108	0.00889	0.57911	3	2.77223	0	1	1	1	0
solid_tumor	13	19450806	21356540	633	1905734	0.00497	0.00067	0.34156	1	1.48478	0	1	1	1	0
solid_tumor	13	21356650	21356855	2	205	0.08839	0	0.08654	0	0.43365	0	1	1	1	1
solid_tumor	13	21356874	26021708	2616	4664834	0.00244	0.00164	0.33567	1	1.45363	0	1	1	1	0
solid_tumor	13	26022597	26038309	11	15712	0.03769	1e-05	0.43612	2	1.98139	0	1	1	1	0
solid_tumor	13	26040850	26079717	29	38867	0.02321	1e-05	0.56304	3	2.67403	0	1	1	1	0
solid_tumor	13	26080503	54958894	18054	28878391	0.00093	0.01012	0.4585	2	2.0952	0	1	1	1	0
solid_tumor	13	54959146	54959904	2	758	0.08839	0	1.02548	6	6.05533	0	1	1	1	0
solid_tumor	13	54959922	85976268	16986	31016346	0.00096	0.01087	0.45663	2	2.08537	0	1	1	1	0
solid_tumor	13	85976833	86048728	40	71895	0.01976	3e-05	0.62326	3	3.04727	0	1	1	1	0
solid_tumor	13	86050795	99235122	7993	13184327	0.0014	0.00462	0.45616	2	2.08288	0	1	1	1	0
solid_tumor	13	99236873	99238169	4	1296	0.0625	0	0.21277	1	0.87548	0	1	1	1	0
solid_tumor	13	99247626	114987458	10219	15739832	0.00124	0.00552	0.46419	2	2.12519	0	1	1	1	0
solid_tumor	14	20501368	68110010	26210	47608642	0.00077	0.01669	0.46349	2	2.12145	0	1	1	1	0
solid_tumor	14	68118746	68418213	184	299467	0.00922	1e-04	0.33913	1	1.47242	0	1	1	1	0
solid_tumor	14	68556944	103331590	22061	34774646	0.00084	0.01219	0.46284	2	2.11807	0	1	1	1	0
solid_tumor	14	103332870	103928819	314	595949	0.00705	0.00021	0.58362	3	2.79951	0	1	1	1	0
solid_tumor	14	103932746	104303694	172	370948	0.00953	0.00013	0.4573	2	2.08899	0	1	1	1	0
solid_tumor	14	104305657	104331543	10	25886	0.03953	1e-05	0.32128	1	1.39024	0	1	1	1	0
solid_tumor	14	104331557	105988038	447	1656481	0.00591	0.00058	0.45771	2	2.09108	0	1	1	1	0
solid_tumor	15	23687685	25140699	618	1453014	0.00503	0.00051	0.4726	2	2.16973	0	1	1	1	0
solid_tumor	15	25141075	32929864	2613	7788789	0.00245	0.00273	0.33711	1	1.46125	0	1	1	1	0
solid_tumor	15	32931904	51882273	11199	18950369	0.00118	0.00664	0.46256	2	2.11655	0	1	1	1	0
solid_tumor	15	51889768	52152218	154	262450	0.01007	9e-05	0.59535	3	2.87153	0	1	1	1	0
