sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	copy_ratio	modal_cn	expected_cn	subclonal	cancer_cell_frac	ccf_ci95_low	ccf_ci95_high	hz
metastatic_tumor	4	20850761	41341105	12588	20490344	0.00111	0.00715	0.5554	3	2.63056	0	1	1	1	0
metastatic_tumor	4	41343193	79515737	18340	38172544	0.00092	0.01333	0.47123	2	2.14405	0	1	1	1	0
metastatic_tumor	4	79516317	79516445	2	128	0.08839	0	1.19582	9	8.46279	1	0.09	0.03322	0.9714	0
metastatic_tumor	4	79519209	93445900	7936	13926691	0.0014	0.00486	0.47536	2	2.1674	0	1	1	1	0
metastatic_tumor	4	93446047	93447869	2	1822	0.08839	0	0.16301	1	0.67074	0	1	1	1	0
metastatic_tumor	4	93447869	188763651	51436	95315782	0.00055	0.03327	0.47474	2	2.16386	0	1	1	1	0
metastatic_tumor	5	914233	14576344	9401	13662111	0.00129	0.00477	0.46665	2	2.11821	0	1	1	1	0
metastatic_tumor	5	14580576	15353942	460	773366	0.00583	0.00027	0.28654	1	1.12599	0	1	1	1	0
metastatic_tumor	5	15354008	106361340	45505	91007332	0.00059	0.03177	0.47283	2	2.1531	0	1	1	1	0
metastatic_tumor	5	106363192	106370006	5	6814	0.0559	0	0.24664	1	0.96498	0	1	1	1	0
metastatic_tumor	5	106373339	180360469	44806	73987130	0.00059	0.02583	0.46989	2	2.1365	0	1	1	1	0
metastatic_tumor	6	1014281	3640209	1940	2625928	0.00284	0.00092	0.3747	2	1.60588	0	1	1	1	0
metastatic_tumor	6	3643787	10441474	4878	6797687	0.00179	0.00237	0.56054	3	2.66119	0	1	1	1	0
metastatic_tumor	6	10444626	13523834	2202	3079208	0.00266	0.00107	0.4694	2	2.13376	0	1	1	1	0
metastatic_tumor	6	13529708	13853160	190	323452	0.00907	0.00011	0.79587	4	4.22765	0	1	1	1	0
metastatic_tumor	6	13856460	14260584	264	404124	0.00769	0.00014	0.55394	3	2.6217	0	1	1	1	0
metastatic_tumor	6	14261358	14428518	126	167160	0.01114	6e-05	0.45197	2	2.03609	0	1	1	1	0
metastatic_tumor	6	14429348	16225862	1147	1796514	0.00369	0.00063	0.62851	3	3.07764	0	1	1	1	0
metastatic_tumor	6	16244385	18955171	1829	2710786	0.00292	0.00095	0.82788	4	4.47808	0	1	1	1	0
metastatic_tumor	6	18959285	21796241	1932	2836956	0.00284	0.00099	1.02328	6	6.4576	0	1	1	1	0
metastatic_tumor	6	21802562	21814791	8	12229	0.04419	0	1.70314	14	13.51621	1	NA	0.01	1	0
metastatic_tumor	6	21816295	21907698	42	91403	0.01929	3e-05	1.1108	8	7.58859	1	0.26	0.03385	0.97053	0
metastatic_tumor	6	21908093	23893378	1560	1985285	0.00316	0.00069	0.85744	5	4.72038	0	1	1	1	0
metastatic_tumor	6	23894519	27870506	1837	3975987	0.00292	0.00139	0.71153	4	3.62235	0	1	1	1	0
metastatic_tumor	6	27872759	67278814	18326	39406055	0.00092	0.01376	0.46814	2	2.12661	0	1	1	1	0
metastatic_tumor	6	67278936	164872575	57241	97593639	0.00052	0.03407	0.38167	2	1.64445	0	1	1	1	0
metastatic_tumor	6	164877925	164878343	2	418	0.08839	0	0.11274	0	0.49572	0	1	1	1	1
metastatic_tumor	6	164880896	170903919	2659	6023023	0.00242	0.0021	0.37247	2	1.59354	0	1	1	1	0
metastatic_tumor	7	705284	33124005	18152	32418721	0.00093	0.01132	0.55702	3	2.64019	0	1	1	1	0
metastatic_tumor	7	33190591	33710954	325	520363	0.00693	0.00018	0.46564	2	2.11266	0	1	1	1	0
metastatic_tumor	7	33715648	158385118	62588	124669470	5e-04	0.04352	0.55463	3	2.62599	0	1	1	1	0
metastatic_tumor	8	617667	38130119	21942	37512452	0.00084	0.0131	0.37793	2	1.62374	0	1	1	1	0
metastatic_tumor	8	38133793	38901530	335	767737	0.00683	0.00027	0.46474	2	2.10758	0	1	1	1	0
metastatic_tumor	8	38908317	77362375	19600	38454058	0.00089	0.01342	0.59119	3	2.84622	0	1	1	1	0
metastatic_tumor	8	77365671	99413259	12230	22047588	0.00113	0.0077	0.73928	4	3.81529	0	1	1	1	0
metastatic_tumor	8	99413726	103715164	2367	4301438	0.00257	0.0015	0.95231	5	5.61884	0	1	1	1	0
metastatic_tumor	8	103715226	124728389	12079	21013163	0.00114	0.00734	0.68231	3	3.42555	0	1	1	1	0
metastatic_tumor	8	124731022	127445326	1821	2714304	0.00293	0.00095	0.86646	5	4.79721	0	1	1	1	0
metastatic_tumor	8	127447499	145232496	10917	17784997	0.0012	0.00621	0.55467	3	2.62621	0	1	1	1	0
metastatic_tumor	9	789932	7774488	4178	6984556	0.00193	0.00244	0.55256	3	2.61368	0	1	1	1	0
metastatic_tumor	9	7777550	9431811	1056	1654261	0.00385	0.00058	0.47002	2	2.13726	0	1	1	1	0
metastatic_tumor	9	9432824	38747688	18020	29314864	0.00093	0.01023	0.6076	3	2.94715	0	1	1	1	0
metastatic_tumor	9	71039044	97371780	17696	26332736	0.00094	0.00919	0.38268	2	1.65003	0	1	1	1	0
metastatic_tumor	9	97372509	97880163	335	507654	0.00683	0.00018	0.47563	2	2.16895	0	1	1	1	0
metastatic_tumor	9	97881016	114814899	11214	16933883	0.00118	0.00591	0.38278	2	1.65063	0	1	1	1	0
metastatic_tumor	9	114817825	116179978	698	1362153	0.00473	0.00048	0.46905	2	2.13177	0	1	1	1	0
metastatic_tumor	9	116183537	140938752	14610	24755215	0.00103	0.00864	0.37317	2	1.59737	0	1	1	1	0
metastatic_tumor	10	415240	107688610	62695	107273370	5e-04	0.03745	0.55302	3	2.61642	0	1	1	1	0
metastatic_tumor	10	107690367	107690520	2	153	0.08839	0	1.1969	9	8.47524	1	0.1	0.03328	0.97148	0
metastatic_tumor	10	107694716	135225087	17945	27530371	0.00093	0.00961	0.5531	3	2.61687	0	1	1	1	0
metastatic_tumor	11	456120	58539526	31857	58083406	7e-04	0.02028	0.38096	2	1.6405	0	1	1	1	0
metastatic_tumor	11	58544792	58791738	142	246946	0.01049	9e-05	0.71832	4	3.66765	0	1	1	1	0
metastatic_tumor	11	58800374	62490328	1953	3689954	0.00283	0.00129	0.37498	2	1.60747	0	1	1	1	0
metastatic_tumor	11	62493586	64425467	841	1931881	0.00431	0.00067	0.54085	3	2.54449	0	1	1	1	0
metastatic_tumor	11	64431461	66053531	231	1622070	0.00822	0.00057	0.3661	2	1.55876	0	1	1	1	0
metastatic_tumor	11	66058188	66066977	8	8789	0.04419	0	1.03097	6	6.49986	0	1	1	1	0
metastatic_tumor	11	66066993	67294308	433	1227315	0.00601	0.00043	0.67338	3	3.36623	0	1	1	1	0
metastatic_tumor	11	67770619	67937198	73	166579	0.01463	6e-05	1.2828	10	9.4986	1	0.93	0.04215	0.97786	0
metastatic_tumor	11	67938848	68125039	96	186191	0.01276	6e-05	1.8405	14	13.87899	1	NA	0.01	1	0
metastatic_tumor	11	68125214	69866283	898	1741069	0.00417	0.00061	2.49649	14	13.99986	1	NA	0.01	1	0
metastatic_tumor	11	69866631	70020966	97	154335	0.01269	5e-05	2.5	14	13.99986	1	NA	0.01	1	0
metastatic_tumor	11	70025077	70056677	17	31600	0.03032	1e-05	0.33169	1	1.37783	0	1	1	1	0
metastatic_tumor	11	70071719	134142530	40391	64070811	0.00062	0.02237	0.46619	2	2.11566	0	1	1	1	0
metastatic_tumor	12	889902	80438851	43272	79548949	6e-04	0.02777	0.47038	2	2.13926	0	1	1	1	0
metastatic_tumor	12	80443788	82441532	1255	1997744	0.00353	7e-04	0.56519	3	2.6889	0	1	1	1	0
metastatic_tumor	12	82445972	83783139	789	1337167	0.00445	0.00047	0.72242	4	3.69711	0	1	1	1	0
metastatic_tumor	12	83783415	96206345	7451	12422930	0.00145	0.00434	0.56066	3	2.66188	0	1	1	1	0
metastatic_tumor	12	96213505	104656126	5338	8442621	0.00171	0.00295	0.383	2	1.65181	0	1	1	1	0
metastatic_tumor	12	104657126	133011558	15583	28354432	0.001	0.0099	0.53782	2	2.52674	0	1	1	1	0
metastatic_tumor	12	133014686	133161346	29	146660	0.02321	5e-05	0.40739	2	1.78999	0	1	1	1	0
metastatic_tumor	13	19450806	31025634	6880	11574828	0.00151	0.00404	0.66767	3	3.32909	0	1	1	1	0
metastatic_tumor	13	31027892	32553677	1018	1525785	0.00392	0.00053	0.84827	5	4.64369	0	1	1	1	0
metastatic_tumor	13	32556564	37070097	3019	4513533	0.00227	0.00158	0.38048	2	1.6379	0	1	1	1	0
metastatic_tumor	13	37070297	73610059	19600	36539762	0.00089	0.01276	0.46937	2	2.13357	0	1	1	1	0
metastatic_tumor	13	73610760	74308979	513	698219	0.00552	0.00024	0.57483	3	2.74675	0	1	1	1	0
metastatic_tumor	13	74312934	85978476	7219	11665542	0.00147	0.00407	0.47705	2	2.17692	0	1	1	1	0
metastatic_tumor	13	85978618	86055226	40	76608	0.01976	3e-05	0.56452	3	2.68354	0	1	1	1	0
metastatic_tumor	13	86056316	99235122	7973	13178806	0.0014	0.0046	0.47414	2	2.16052	0	1	1	1	0
metastatic_tumor	13	99236873	99238169	4	1296	0.0625	0	0.25246	1	1.00367	0	1	1	1	0
metastatic_tumor	13	99248279	114987458	10178	15739179	0.00124	0.00549	0.46914	2	2.13228	0	1	1	1	0
metastatic_tumor	14	20501368	21488046	579	986678	0.00519	0.00034	0.46901	2	2.1316	0	1	1	1	0
metastatic_tumor	14	21490285	21645333	86	155048	0.01348	5e-05	0.56253	3	2.67241	0	1	1	1	0
metastatic_tumor	14	21669329	50729250	14682	29059921	0.00103	0.01014	0.47332	2	2.15588	0	1	1	1	0
metastatic_tumor	14	50729605	51000193	150	270588	0.01021	9e-05	0.54514	3	2.56954	0	1	1	1	0
metastatic_tumor	14	51000770	105988038	33782	54987268	0.00068	0.0192	0.46619	2	2.11566	0	1	1	1	0
metastatic_tumor	15	23687685	25147289	627	1459604	0.00499	0.00051	0.48073	2	2.19781	0	1	1	1	0
metastatic_tumor	15	25149518	31952999	2603	6803481	0.00245	0.00238	0.37426	2	1.60343	0	1	1	1	0
metastatic_tumor	15	31955990	51873407	11169	19917417	0.00118	0.00695	0.46752	2	2.12313	0	1	1	1	0
metastatic_tumor	15	51873449	52153178	159	279729	0.00991	1e-04	0.54427	3	2.56444	0	1	1	1	0
metastatic_tumor	15	52153204	86323138	20106	34169934	0.00088	0.01193	0.4672	2	2.12131	0	1	1	1	0
metastatic_tumor	15	86324473	86522776	119	198303	0.01146	7e-05	0.56113	3	2.66422	0	1	1	1	0
metastatic_tumor	15	86522815	101884307	9615	15361492	0.00127	0.00536	0.46526	2	2.11039	0	1	1	1	0
metastatic_tumor	16	653459	75225022	31068	74571563	0.00071	0.02603	0.46455	2	2.1064	0	1	1	1	0
metastatic_tumor	16	75227969	75227983	2	14	0.08839	0	1.39098	10	10.54346	1	0.98	0.03895	0.97705	0
metastatic_tumor	16	75229629	89379936	9609	14150307	0.00128	0.00494	0.46147	2	2.08907	0	1	1	1	0
metastatic_tumor	17	987221	10335058	4789	9347837	0.00181	0.00326	0.46432	2	2.10513	0	1	1	1	0
metastatic_tumor	17	10336922	11629998	957	1293076	0.00404	0.00045	0.38164	2	1.64441	0	1	1	1	0
metastatic_tumor	17	11631091	11635859	9	4768	0.04167	0	0.70276	3	3.54215	0	1	1	1	0
metastatic_tumor	17	11639149	11661348	19	22199	0.02868	1e-05	0.36083	2	1.53568	0	1	1	1	0
metastatic_tumor	17	11661701	11703528	31	41827	0.02245	1e-05	0.62455	3	3.04925	0	1	1	1	0
metastatic_tumor	17	11708451	11721850	13	13399	0.03467	0	0.36862	2	1.58113	0	1	1	1	0
metastatic_tumor	17	11728730	12865351	759	1136621	0.00454	4e-04	0.70373	4	3.56906	0	1	1	1	0
metastatic_tumor	17	12866431	12885870	15	19439	0.03227	1e-05	0.38061	2	1.6456	0	1	1	1	0
metastatic_tumor	17	12888380	12942466	41	54086	0.01952	2e-05	0.44556	2	2.00104	0	1	1	1	0
metastatic_tumor	17	12942885	13003393	47	60508	0.01823	2e-05	0.38678	2	1.67492	0	1	1	1	0
metastatic_tumor	17	13003680	13697431	431	693751	0.00602	0.00024	0.28123	1	1.09805	0	1	1	1	0
metastatic_tumor	17	13697827	15734795	362	2036968	0.00657	0.00071	0.37431	2	1.60398	0	1	1	1	0
metastatic_tumor	17	15763659	16150556	176	386897	0.00942	0.00014	0.29145	1	1.15265	0	1	1	1	0
metastatic_tumor	17	16151187	16412342	132	261155	0.01088	9e-05	0.36635	2	1.56055	0	1	1	1	0
metastatic_tumor	17	16416773	16458813	25	42040	0.025	1e-05	0.62248	3	3.03544	0	1	1	1	0
metastatic_tumor	17	16464798	16469868	6	5070	0.05103	0	0.35148	2	1.49935	0	1	1	1	0
metastatic_tumor	17	16471690	16490573	9	18883	0.04167	1e-05	0.56546	3	2.68428	0	1	1	1	0
metastatic_tumor	17	16496402	16524379	13	27977	0.03467	1e-05	0.36186	2	1.54426	0	1	1	1	0
metastatic_tumor	17	16540310	21299894	1779	4759584	0.00296	0.00166	0.72638	4	3.72478	0	1	1	1	0
metastatic_tumor	17	21301841	25772929	212	4471088	0.00859	0.00156	0.51645	2	2.40216	0	1	1	1	0
metastatic_tumor	17	25807835	27014651	593	1206816	0.00513	0.00042	0.61947	3	3.0208	0	1	1	1	0
metastatic_tumor	17	27021371	27235277	71	213906	0.01483	7e-05	0.78627	4	4.15298	0	1	1	1	0
metastatic_tumor	17	27235667	28937664	776	1701997	0.00449	0.00059	0.54081	3	2.54427	0	1	1	1	0
metastatic_tumor	17	28952029	32960027	1711	4007998	0.00302	0.0014	0.6965	3	3.52033	0	1	1	1	0
metastatic_tumor	17	32960300	32980459	14	20159	0.03341	1e-05	0.48297	2	2.2116	0	1	1	1	0
metastatic_tumor	17	32987516	33433820	275	446304	0.00754	0.00016	0.2859	1	1.12293	0	1	1	1	0
metastatic_tumor	17	33433932	33440166	6	6234	0.05103	0	0.38035	2	1.65443	0	1	1	1	0
metastatic_tumor	17	33442268	33487809	28	45541	0.02362	2e-05	0.72678	4	3.7202	0	1	1	1	0
metastatic_tumor	17	33490763	36418542	1250	2927779	0.00354	0.00102	0.46639	2	2.11677	0	1	1	1	0
metastatic_tumor	17	36424962	37766439	609	1341477	0.00507	0.00047	0.83428	4	4.52907	0	1	1	1	0
metastatic_tumor	17	37779521	39825914	1010	2046393	0.00393	0.00071	1.24436	9	9.10859	1	0.56	0.03739	0.97387	0
metastatic_tumor	17	39827133	43511538	1660	3684405	0.00307	0.00129	0.37545	2	1.61007	0	1	1	1	0
metastatic_tumor	17	44811098	69101274	13635	24290176	0.00107	0.00848	0.55394	3	2.62188	0	1	1	1	0
metastatic_tumor	17	69103324	80611005	5267	11507681	0.00172	0.00402	0.65556	3	3.25038	0	1	1	1	0
metastatic_tumor	17	80617016	80917016	167	3e+05	0.00967	1e-04	0.50821	2	2.35465	0	1	1	1	0
metastatic_tumor	18	329586	23532611	11043	23203025	0.00119	0.0081	0.46619	2	2.11566	0	1	1	1	0
metastatic_tumor	18	23534765	23534768	2	3	0.08839	0	0.19532	1	0.79978	0	1	1	1	0
metastatic_tumor	18	23535593	33440043	5909	9904450	0.00163	0.00346	0.47002	2	2.13724	0	1	1	1	0
metastatic_tumor	18	33443493	33450575	6	7082	0.05103	0	0.71499	4	3.61366	0	1	1	1	0
metastatic_tumor	18	33457567	33827996	197	370429	0.00891	0.00013	0.5521	3	2.61073	0	1	1	1	0
metastatic_tumor	18	33828980	45563098	7330	11734118	0.00146	0.0041	0.4669	2	2.11967	0	1	1	1	0
metastatic_tumor	18	45564962	71826099	14582	26261137	0.00104	0.00917	0.55413	3	2.62302	0	1	1	1	0
metastatic_tumor	18	71828924	71959734	135	130810	0.01076	5e-05	0.71227	4	3.62606	0	1	1	1	0
metastatic_tumor	18	71963187	77109240	3305	5146053	0.00217	0.0018	0.54628	3	2.57649	0	1	1	1	0
metastatic_tumor	19	284018	13477613	4672	13193595	0.00183	0.00461	0.45219	2	2.037	0	1	1	1	0
metastatic_tumor	19	13483914	57417528	18459	43933614	0.00092	0.01534	0.55352	3	2.61937	0	1	1	1	0
metastatic_tumor	19	57419586	58855835	764	1436249	0.00452	5e-04	0.78475	4	4.145	0	1	1	1	0
metastatic_tumor	19	58860686	58878226	10	17540	0.03953	1e-05	1.27819	9	9.43594	1	0.89	0.04002	0.97705	0
metastatic_tumor	20	455764	26197899	16791	25742135	0.00096	0.00899	0.46632	2	2.11639	0	1	1	1	0
metastatic_tumor	20	29843973	53268004	14378	23424031	0.00104	0.00818	0.69824	3	3.53215	0	1	1	1	0
metastatic_tumor	20	53268272	53268303	2	31	0.08839	0	2.1434	14	13.98771	1	NA	0.01	1	0
metastatic_tumor	20	53274380	62219837	6034	8945457	0.00161	0.00312	0.69771	3	3.52854	0	1	1	1	0
metastatic_tumor	21	15347621	19340003	2403	3992382	0.00255	0.00139	0.47648	2	2.17375	0	1	1	1	0
metastatic_tumor	21	19340202	19341186	4	984	0.0625	0	0.25108	1	0.997	0	1	1	1	0
metastatic_tumor	21	19342115	47678774	18127	28336659	0.00093	0.00989	0.46716	2	2.12113	0	1	1	1	0
metastatic_tumor	22	17423930	49331012	16903	31907082	0.00096	0.01114	0.45907	2	2.07562	0	1	1	1	0
metastatic_tumor	23	3157107	86716796	33547	83559689	0.00068	0.02917	0.49952	2	2.30477	0	1	1	1	0
metastatic_tumor	23	86716827	86716986	2	159	0.08839	0	0.12968	0	0.55097	0	1	1	1	1
metastatic_tumor	23	86717052	154905589	30088	68188537	0.00072	0.0238	0.50306	2	2.32509	0	1	1	1	0
